NearestGene	M9_Glucose	YNB Glucose	YNB Glucose plus Arginine	YNB Glucose plus Methionine	YNB Glucose plus Dropout Complete	Fitness During Lipid Mobilization	YNB Oleic Acid	YNB Cellobiose	YNB_CSM_KPO4 Glucose	YNB_CSM_KPO4 Xylose	YNB_CSM_KPO4 Arabinose	YNB_CSM_KPO4 Acetate	YNB_CSM_KPO4 p-Coumarate	YNB_CSM_KPO4 Ferulate	YNB_PO4_Benzoate	YNB_PO4_Mannose	YNB_PO4_L-lyxose	YNB_PO4_D-arabitol	YNB_PO4_L-arabitol	YNB_PO4_xylitol	YNB_PO4_D-ribulose	YNB_PO4_D-xylulose	YNB_PO4_CSM_Galactose	YNB_PO4_CSM_Lactate	YNB_PO4_CSM_Valine	YNB_PO4_CSM_Leucine	YNB_PO4_CSM_Phenylalanine
10000																											
10001	0.4706873508507763						0.3550416165730403	-1.3807903014744731	0.23264412796574846	-0.6111637236719533	1.129690294425261		1.3039725287804973		-0.17257756799565108	0.7961155960823899	0.2582331004589314	-0.058497833146495676		-0.17317872804642645			0.8051856142058699	-0.30550819624270104	-1.8599581047729918	0.4789358893930607	
10002	0.2837881331364652	0.038678422636770016	0.17216539778023746	0.06398609184995434	0.2654836575129386	0.09012860296728537	0.037531536223116176	-0.2192154464084145	-0.6107622436712842	-0.2841083405489285	-0.4163711496079081	-0.5886940534481341	-0.004730837635368283	-0.44330939103214256	0.22124378604266395	-0.2724496230529828	-0.33694642037843603	0.15865707457568878	-0.020556936937035145	-0.202505576488334	0.0053307139467609075	0.17201428274357808	0.4203932988796968	-0.8791426623838072	0.20905128530216685	0.048032866188798096	0.5100143861085198
10003	-0.03081461187483377	-0.41132918500912735	-0.3662398107882459	-0.37396199014212056	-0.5358171584668563	-0.21320847170765048	-0.2414348882668104	0.04254871343293968	-0.06953612972991355	-0.2838906342273068	-0.2992014521948365	0.07376639534544673	-0.12427258562190567	-0.26875535961591285	0.3119724186398505	-0.002955985409827819	-0.6369951466747891	-0.29917409762499025	-0.37431766366781605	-0.240220730426534	-0.23119861858107316	0.03286085157650249	-0.2689489758963856	-0.2494812328191555	-0.7222898952489686	-0.2623441697054608	-0.7123088658996445
10004	-0.07144039606318316	-0.08885825584220569	-0.19125964802177306	-0.09602342416990736	-0.15938601808077668	-0.203134132020406	-0.04514123955914631	-0.009610301594927359	0.06806126449272333	-0.033638466964086865	0.1521333534370118	-0.09513884620209727	0.2712933592955876	0.014901367772308938	0.6075982467911053	0.09920848828723576	-0.04484683877519649	0.14996676221131774	0.05332161882898157	0.0034095331443609513	0.18936471836078309	0.23762290908468595	-0.05861071667319692	0.19318386342619975	0.08995480608109513	0.16644445912684372	0.2465370541126589
10005	-0.3030542115159732	-0.03616415998657329	-0.41217814271831305	-0.12640869664125826	-0.04304509936201943	-0.08785236790675167	-0.2398229773873609	0.05983129444984867	0.08888095645297	0.19869313354680748	0.14206303495274644	0.02905993053902489	-0.3296428436394613	-0.2715131113936517	0.12919864282452098	0.22308900508777127	-0.008630244181009217	-0.07146589632570476	0.14835568548413905	-0.12709000982237753	0.24502336133906974	0.4208313983771441	-0.07792058859066242	0.07228966011580769	-0.10649166005947744	-0.07785146285482615	0.05297224569950818
10006	0.02274833088264684	0.13636079817171248	-0.2574493953141615	-0.09691733391569013	-0.004785061112315951	0.03220174468186263	-0.01315346019375422	-0.06049829719173724	-0.041975289024907735	-0.3111582568069214	0.07583892053556067	0.0565417329137488	0.056009587462458654	-0.3197215826290633	0.6329408864421259	-0.12056983805632565	-0.023634658593780382	-0.17133301045351326	0.18031136424737512	0.017183082849922718	-0.15263927654685105	0.0464877000818106	-0.009700990666271012	0.12891065263920332	0.17264222494868894	0.05485232281677408	0.07165468110268898
10007																											
10008	-0.12986248997523753	0.1517028287561474	0.2050343059110276	0.3607950700973867	0.21524566472776024	0.5193202149192367	0.2444227377578765	0.12367746198465004	-0.1465830941613504	-0.3146570807850999	-0.12939145096503393	-0.13729542498282	0.3034179204325887	-0.03757414537801978	0.5211037225710843	-0.17776148192380922	-0.1858369578333216	-0.4992361810652574	-0.17741060444952564	-0.08909843770290965	-0.1476207765555868	0.1188423530842155	0.01830757122192353	-0.06917054065073214	0.19714018624902666	-0.02544536196328763	0.2130386473439059
10009	-0.20340185531172092	-0.2949029000566161	-0.6901676530930417	-0.033633973685212065	-0.6872242195033561	-0.3727792637012524	-0.2200724799913608	-0.15711553596149838	0.07961767116731035	0.081464935843519	0.05749355270748133	-0.12659101503603162	0.011466362985281005	0.061251797066032274	-0.0032342666670968447	0.4289528768492841	0.5070040282086669	0.5064274682989889	0.6699936995395449	0.7864316653236675	0.90708910879784	0.6387312027971667	-0.08500337833503578	0.1054528054917604	-0.2599190843482975	-0.18210007736645947	-0.2742565519259777
10010	-0.13036013049359965	-0.558564805417555	-0.3327402439185957	-0.2602523902278773	-0.3833126815179545	-0.030872350850154787	-0.6118977530176039	-0.09743834645619814	-0.035704903735278036	-0.4058321051027685	-0.07725661641023991	-0.1144244778155608	-2.825807803310846	-0.3130431869789278	-1.0055931000169114	-0.06872017006971587	-0.9025814912614176	-0.966503025398966	-0.7324515803086973	-0.8368230131178794	-0.4906883817178185	-0.5348011679134775	-0.035401562598090616	-0.4277048790496048	-0.14323127609511452	-0.24072588002346615	-0.3769885287017292
10011	-0.12765928550500946	0.5555515402450864	0.2287957700843024	0.4464219092474131	0.37452502826887896	-0.14454575900416902	0.5009156719679694	-0.11863735025436313	-0.15311145479107455	-0.17451150213409958	0.011404797831484764	0.1435239315457669	0.4871173180085755	-0.08692171331263117	0.12488551136917544	-0.1471895244548362	-0.1209361019033464	-0.056270936374992614	-0.04839640578852675	0.06370058520998352	0.029561610131664886	-0.19337251717489767	0.32381769326703225	-0.1801463956767476	-0.3599958409288124	-0.3088365620215913	-0.09415397068003868
10012	0.12092775397594654	-0.05668499169228064	-0.14345059168604554	-0.2055158553326537	-0.2401767882125841	-0.282985849176393	-0.03937120072897988	0.021825317917723845	-0.1854443143865081	0.2475844542895892	-0.3572362155084776	-0.2790796656234775	-0.2847437427479799	-0.19123192907869666	0.4191085656703157	0.05579123575422492	-0.2438598913081343	0.0069236973294854905	-0.18590082134803476	-0.3471171158145405	-0.043478158391429794	0.04964032017910317	-0.3303687816892231	-0.5713571322524958	-0.3905197136369469	-4.921370886225463	-0.5862587513117231
10013																											
10014	-0.23122971934607894	0.3675760558822385	0.042913761513895435	-0.14705974891877815	-0.0988293477510674	-0.43284113620095344	-0.19782153771365066	-0.15219062157418595	0.2909900218754988	0.5087039353912601	0.4017339819809333	0.14159817401729444	0.09097684015934282	0.3686160776633871	-0.23671057003228524	-0.4697319781084642	0.06137305216075109	-0.3524223291753429	-0.3160888665578957	0.18410678735962807	0.054859280064453314	0.3202472640475704	-0.21567337237620932	-0.03544147790063205	-0.03620314043039608	-0.3569605762021104	-0.27549131815228817
10016																											
10017	-0.11790185208994353	0.0013262213717641913	0.21642973446536348	0.16922288937571606	-0.0724307428512518	0.3827484202224863	0.4559643107055271	0.16141988121113385	0.012681308153541834	0.1878152229591772	0.03777007404845528	0.028149007668025014	-0.1677059929432978	-0.14783320319544474	0.3261693770367024	-0.0040826245791049185	-0.18807163841878047	-0.25354097820656835	0.07342119191173742	0.0760930714765577	-0.2663974149217964	0.03854803826482835	0.02452520774916304	0.11222008724458836	-0.15997898212920067	-0.22981721375448794	-0.08610003753577447
10018	-0.09227860747508213	-0.5679424377355301	-0.32661699605130795	-0.3728476470507028	-0.7883333130289762	-0.20649168307058133	-0.21411271533377596	0.01954943242331637	0.09047169349749022	0.06996647646574354	-0.006937959236422452	0.00963678795037789	-0.10674394095590352	0.5730463709287662	0.2456634637297781	0.16431900587065254	-0.056830934433102574	0.15623947568035804	-0.04891763243930295	-0.08903189422309142	0.0926016716496526	0.39272874004365416	-0.14922723671274565	0.06694762468710314	0.1351912023747874	0.05909273514221412	0.10229504356043613
10019																											
10020	-0.16225326231896495	-0.32354977027474163	-0.2640188980276154	-0.412022253027276	-0.3291183243412327	-0.4780078009710004	-0.30151836956609823	-0.1697689671000848	-0.03980768158517525	0.10909976364376428	0.07610233289330971	0.34925143545754245	0.20288532977366547	0.26526662367612475	0.8569768346250042	0.05521977630585997	0.04648435673995601	-0.11844167955562485	0.025099149758922062	-0.04878137571769784	0.02082013518406656	0.09232546116057788	-0.0577918646782633	0.019590418520656933	-0.05279533574361262	-0.19664659041054364	0.032477060469897644
10021	0.019377112886213896	-0.20721019620674064	-0.21173206464095484	-0.22699108312789096	-0.2104285815393767	0.3644343390096206	0.05071666870165266	0.22865565565114085	-0.10589457733205936	-0.36552849747911104	-0.01331020934927422	-0.14933845556125727	-0.4829290957156688	-0.10509258271487114	0.13879534329905088	-0.06611592779441007	-0.16966636180829398	-0.11696396013892235	-0.058476297752907774	-0.18944750285756676	-0.15019024949318138	-0.10956533088046952	-0.10657580033908604	-0.17132013489881506	-0.06179729697385115	0.1526045109030618	0.1647297079975177
10022																											
10023	-0.24912860757694036	-0.7709168061493322	-0.651945933813736	-0.11194111813605707	-0.9849021150249436	0.4235987049511772	-0.3235394143381269	-0.4029323418158806	0.07276906347432988	0.14956631646725424	0.11322640608339635	-0.14874701792051506	-0.624548165088275	0.5790310371279728	-0.05120064882410017	-0.4044607777977001	-0.2008053600017071	-0.7485587282900035	-0.12127824460252902	-0.3870445564135752	-0.2396427369648285	-1.3150803315681832	-0.493448069388412	-0.8278256092832678	-0.5382774982702198	-0.2277654356836545	-0.7968597376060459
10024		-0.5096093948720862	-2.208704882233606	-2.003008727028313	-2.6161376464796167		-0.7347840979510786		1.327057199520587	0.3955227622979469	0.7702996871912151	-0.7851161220060788	0.330915424186359	0.2725974173988865													
10025	1.2275768191903105	-1.162920256525674	-0.8444702575664168	-0.7835229524250239	-0.11369935189175992	0.4786338817710413	-1.9250003631905157	-0.019069352263565525	-0.4503483194681073	0.462779413739621	0.2019079351714819	-0.4526528110854975	-3.8974718843855514	-0.9215416845055334	-4.611653451385753	0.14366432933108814	-0.04272242402299525	-0.7467638021856741	-0.7991977752884641	-1.5559467114543957	-1.5507254173091367	-0.3320597170506597	0.3021457862746197	-1.248589256625867	-0.5289473894161995	-1.7844207771022105	-1.8715555938473305
10026																											
